Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
1.564373000000000,24,0xD3,0x20,Read,NAK
1.564491500000000,25,0xD2,0x7F,Write,ACK
1.564517000000000,25,0xD2,0x30,Write,ACK
1.574322500000000,26,0xD2,0x7F,Write,ACK
1.574376500000000,27,0xD3,0x30,Read,NAK
1.574493000000000,28,0xD2,0x01,Write,ACK
1.574518500000000,28,0xD2,0x07,Write,ACK
1.584325500000000,29,0xD2,0x01,Write,ACK
1.584379500000000,30,0xD3,0x07,Read,NAK
1.584508500000000,31,0xD2,0x03,Write,ACK
1.584534000000000,31,0xD2,0x0C,Write,ACK
1.594328500000000,32,0xD2,0x03,Write,ACK
1.594382500000000,33,0xD3,0x0C,Read,NAK
1.594499000000000,34,0xD2,0x04,Write,ACK
1.594525000000000,34,0xD2,0x31,Write,ACK
1.604332000000000,35,0xD2,0x04,Write,ACK
1.604386000000000,36,0xD3,0x31,Read,NAK
1.604504500000000,37,0xD2,0x06,Write,ACK
1.604530000000000,37,0xD2,0x00,Write,ACK
1.614335500000000,38,0xD2,0x06,Write,ACK
1.614389500000000,39,0xD3,0x00,Read,NAK
1.614505500000000,40,0xD2,0x05,Write,ACK
1.614531500000000,40,0xD2,0x81,Write,ACK
1.624338500000000,41,0xD2,0x05,Write,ACK
1.624392500000000,42,0xD3,0x81,Read,NAK
1.624517000000000,43,0xD2,0x03,Write,ACK
1.624542500000000,43,0xD2,0x8C,Write,ACK
1.634342000000000,44,0xD2,0x03,Write,ACK
1.634396000000000,45,0xD3,0x8C,Read,NAK
1.634512500000000,46,0xD2,0x04,Write,ACK
1.634538000000000,46,0xD2,0x31,Write,ACK
1.644345000000000,47,0xD2,0x04,Write,ACK
1.644399000000000,48,0xD3,0x31,Read,NAK
1.644517500000000,49,0xD2,0x05,Write,ACK
1.644543000000000,49,0xD2,0x81,Write,ACK
1.654348500000000,50,0xD2,0x05,Write,ACK
1.654402500000000,51,0xD3,0x81,Read,NAK
1.655337000000000,52,0xD2,0x7F,Write,ACK
1.655363000000000,52,0xD2,0x00,Write,ACK
1.665352000000000,53,0xD2,0x7F,Write,ACK
1.665406000000000,54,0xD3,0x00,Read,NAK
1.665536000000000,55,0xD2,0x3B,Write,ACK
1.665590500000000,56,0xD3,0x00,Read,NAK
1.665707000000000,57,0xD2,0x06,Write,ACK
1.665733000000000,57,0xD2,0x80,Write,ACK
1.675355500000000,58,0xD2,0x06,Write,ACK
1.675409500000000,59,0xD3,0x41,Read,NAK
1.676344500000000,60,0xD2,0x7F,Write,ACK
1.676370000000000,60,0xD2,0x30,Write,ACK
1.686359000000000,61,0xD2,0x7F,Write,ACK
1.686413000000000,62,0xD3,0x30,Read,NAK
1.686529500000000,63,0xD2,0x03,Write,ACK
1.686555000000000,63,0xD2,0x0C,Write,ACK
1.696362000000000,64,0xD2,0x03,Write,ACK
1.696416000000000,65,0xD3,0x00,Read,NAK
1.696533000000000,66,0xD2,0x7F,Write,ACK
1.696558500000000,66,0xD2,0x00,Write,ACK
1.706365500000000,67,0xD2,0x7F,Write,ACK
1.706419500000000,68,0xD3,0x00,Read,NAK
1.706536000000000,69,0xD2,0x06,Write,ACK
1.706561500000000,69,0xD2,0x01,Write,ACK
1.716368500000000,70,0xD2,0x06,Write,ACK
1.716422500000000,71,0xD3,0x01,Read,NAK
1.716555000000000,72,0xD2,0x00,Write,ACK
1.716609000000000,73,0xD3,0xEA,Read,NAK
1.716728000000000,74,0xD2,0x07,Write,ACK
1.716753500000000,74,0xD2,0x00,Write,ACK
1.726372000000000,75,0xD2,0x07,Write,ACK
1.726426000000000,76,0xD3,0x00,Read,NAK
1.726547000000000,77,0xD2,0x7F,Write,ACK
1.726572500000000,77,0xD2,0x20,Write,ACK
1.736375000000000,78,0xD2,0x7F,Write,ACK
1.736429000000000,79,0xD3,0x20,Read,NAK
1.736568500000000,80,0xD2,0x14,Write,ACK
1.736594000000000,80,0xD2,0x07,Write,ACK
1.746378500000000,81,0xD2,0x14,Write,ACK
1.746432500000000,82,0xD3,0x07,Read,NAK
1.746565500000000,83,0xD2,0x01,Write,ACK
1.746591000000000,83,0xD2,0x07,Write,ACK
1.756381500000000,84,0xD2,0x01,Write,ACK
1.756436000000000,85,0xD3,0x07,Read,NAK
1.756558500000000,86,0xD2,0x00,Write,ACK
1.756584000000000,86,0xD2,0x00,Write,ACK
1.766385000000000,87,0xD2,0x00,Write,ACK
1.766439000000000,88,0xD3,0x00,Read,NAK
1.766558000000000,89,0xD2,0x10,Write,ACK
1.766583500000000,89,0xD2,0x00,Write,ACK
1.776388500000000,90,0xD2,0x10,Write,ACK
1.776442500000000,91,0xD3,0x00,Read,NAK
1.776560500000000,92,0xD2,0x11,Write,ACK
1.776586000000000,92,0xD2,0x00,Write,ACK
1.786391500000000,93,0xD2,0x11,Write,ACK
1.786445500000000,94,0xD3,0x00,Read,NAK
1.786562500000000,95,0xD2,0x7F,Write,ACK
1.786588000000000,95,0xD2,0x00,Write,ACK
1.796395000000000,96,0xD2,0x7F,Write,ACK
1.796449000000000,97,0xD3,0x00,Read,NAK
1.796565500000000,98,0xD2,0x03,Write,ACK
1.796591000000000,98,0xD2,0x20,Write,ACK
1.806398000000000,99,0xD2,0x03,Write,ACK
1.806452000000000,100,0xD3,0x20,Read,NAK
1.806569000000000,101,0xD2,0x7F,Write,ACK
1.806594500000000,101,0xD2,0x30,Write,ACK
1.816401500000000,102,0xD2,0x7F,Write,ACK
1.816455500000000,103,0xD3,0x30,Read,NAK
1.816572000000000,104,0xD2,0x01,Write,ACK
1.816597500000000,104,0xD2,0x07,Write,ACK
1.826405000000000,105,0xD2,0x01,Write,ACK
1.826459000000000,106,0xD3,0x07,Read,NAK
1.826577500000000,107,0xD2,0x03,Write,ACK
1.826603000000000,107,0xD2,0x8C,Write,ACK
1.836408000000000,108,0xD2,0x03,Write,ACK
1.836462000000000,109,0xD3,0x8C,Read,NAK
1.836578500000000,110,0xD2,0x04,Write,ACK
1.836604000000000,110,0xD2,0x00,Write,ACK
1.846411000000000,111,0xD2,0x04,Write,ACK
1.846465500000000,112,0xD3,0x00,Read,NAK
1.846581500000000,113,0xD2,0x05,Write,ACK
1.846607500000000,113,0xD2,0x82,Write,ACK
1.856414500000000,114,0xD2,0x05,Write,ACK
1.856468500000000,115,0xD3,0x82,Read,NAK
1.857403500000000,116,0xD2,0x7F,Write,ACK
1.857429000000000,116,0xD2,0x00,Write,ACK
1.867418000000000,117,0xD2,0x7F,Write,ACK
1.867472500000000,118,0xD3,0x00,Read,NAK
1.867601000000000,119,0xD2,0x3B,Write,ACK
1.867655000000000,120,0xD3,0x48,Read,ACK
1.867680500000000,120,0xD3,0x09,Read,NAK
1.867797500000000,121,0xD2,0x7F,Write,ACK
1.867823500000000,121,0xD2,0x30,Write,ACK
1.877421500000000,122,0xD2,0x7F,Write,ACK
1.877475500000000,123,0xD3,0x30,Read,NAK
1.877592000000000,124,0xD2,0x03,Write,ACK
1.877617500000000,124,0xD2,0x0C,Write,ACK
1.887424500000000,125,0xD2,0x03,Write,ACK
1.887478500000000,126,0xD3,0x0C,Read,NAK
1.887595000000000,127,0xD2,0x04,Write,ACK
1.887620500000000,127,0xD2,0x31,Write,ACK
1.897428000000000,128,0xD2,0x04,Write,ACK
1.897482000000000,129,0xD3,0x31,Read,NAK
1.897598500000000,130,0xD2,0x06,Write,ACK
1.897624000000000,130,0xD2,0x08,Write,ACK
1.907431000000000,131,0xD2,0x06,Write,ACK
1.907485000000000,132,0xD3,0x08,Read,NAK
1.907601500000000,133,0xD2,0x05,Write,ACK
1.907627500000000,133,0xD2,0x81,Write,ACK
1.917434500000000,134,0xD2,0x05,Write,ACK
1.917488500000000,135,0xD3,0x81,Read,NAK
1.917605000000000,136,0xD2,0x03,Write,ACK
1.917630500000000,136,0xD2,0x8C,Write,ACK
1.927438000000000,137,0xD2,0x03,Write,ACK
1.927492000000000,138,0xD3,0x8C,Read,NAK
1.927608500000000,139,0xD2,0x04,Write,ACK
1.927634000000000,139,0xD2,0x31,Write,ACK
1.937441000000000,140,0xD2,0x04,Write,ACK
1.937495000000000,141,0xD3,0x31,Read,NAK
1.937611500000000,142,0xD2,0x05,Write,ACK
1.937637000000000,142,0xD2,0x81,Write,ACK
1.947444500000000,143,0xD2,0x05,Write,ACK
1.947498500000000,144,0xD3,0x81,Read,NAK
1.948433000000000,145,0xD2,0x7F,Write,ACK
1.948458500000000,145,0xD2,0x00,Write,ACK
